GEOID,NAME,total_hh,total_hh_moe,multi_person_est,multi_person_moe,multi_person_share,living_alone_est,living_alone_moe,living_alone_share,block_group,tract
150030001071,Block Group 1; Census Tract 1.07; Honolulu County; Hawaii,518,58,465,63,0.8977,53,32,0.1023,1,1.07
150030101021,Block Group 1; Census Tract 101.02; Honolulu County; Hawaii,588,163,502,174.3,0.8537,86,72,0.1463,1,101.02
150030101022,Block Group 2; Census Tract 101.02; Honolulu County; Hawaii,220,83,203,101.2,0.9227,17,16,0.0773,2,101.02
150030101031,Block Group 1; Census Tract 101.03; Honolulu County; Hawaii,179,55,94,41.5,0.5251,85,31,0.4749,1,101.03
150030101032,Block Group 2; Census Tract 101.03; Honolulu County; Hawaii,608,88,480,83.5,0.7895,128,48,0.2105,2,101.03
150030102021,Block Group 1; Census Tract 102.02; Honolulu County; Hawaii,240,110,220,111.9,0.9167,20,26,0.0833,1,102.02
150030102022,Block Group 2; Census Tract 102.02; Honolulu County; Hawaii,188,68,143,61.8,0.7606,45,30,0.2394,2,102.02
150030102023,Block Group 3; Census Tract 102.02; Honolulu County; Hawaii,494,136,425,117.8,0.8603,69,48,0.1397,3,102.02
150030102024,Block Group 4; Census Tract 102.02; Honolulu County; Hawaii,336,111,309,104.2,0.9196,27,30,0.0804,4,102.02
150030102031,Block Group 1; Census Tract 102.03; Honolulu County; Hawaii,318,74,204,67.4,0.6415,114,39,0.3585,1,102.03
150030102041,Block Group 1; Census Tract 102.04; Honolulu County; Hawaii,193,59,152,59.8,0.7876,41,25,0.2124,1,102.04
150030102042,Block Group 2; Census Tract 102.04; Honolulu County; Hawaii,437,98,365,91.9,0.8352,72,55,0.1648,2,102.04
150030102051,Block Group 1; Census Tract 102.05; Honolulu County; Hawaii,556,121,433,115.7,0.7788,123,65,0.2212,1,102.05
150030103031,Block Group 1; Census Tract 103.03; Honolulu County; Hawaii,425,115,355,105.8,0.8353,70,79,0.1647,1,103.03
150030103032,Block Group 2; Census Tract 103.03; Honolulu County; Hawaii,680,133,587,120.2,0.8632,93,64,0.1368,2,103.03
150030103033,Block Group 3; Census Tract 103.03; Honolulu County; Hawaii,311,121,171,48.8,0.5498,140,106,0.4502,3,103.03
150030103051,Block Group 1; Census Tract 103.05; Honolulu County; Hawaii,593,122,573,123,0.9663,20,24,0.0337,1,103.05
150030103052,Block Group 2; Census Tract 103.05; Honolulu County; Hawaii,345,115,308,125.9,0.8928,37,31,0.1072,2,103.05
150030103053,Block Group 3; Census Tract 103.05; Honolulu County; Hawaii,714,161,582,159.8,0.8151,132,71,0.1849,3,103.05
150030103081,Block Group 1; Census Tract 103.08; Honolulu County; Hawaii,557,100,484,101.1,0.8689,73,38,0.1311,1,103.08
150030103082,Block Group 2; Census Tract 103.08; Honolulu County; Hawaii,608,138,561,140.4,0.9227,47,52,0.0773,2,103.08
150030103083,Block Group 3; Census Tract 103.08; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,3,103.08
150030103091,Block Group 1; Census Tract 103.09; Honolulu County; Hawaii,429,145,385,147,0.8974,44,46,0.1026,1,103.09
150030103092,Block Group 2; Census Tract 103.09; Honolulu County; Hawaii,714,197,611,206.7,0.8557,103,53,0.1443,2,103.09
150030103093,Block Group 3; Census Tract 103.09; Honolulu County; Hawaii,292,80,250,77.6,0.8562,42,30,0.1438,3,103.09
150030103101,Block Group 1; Census Tract 103.10; Honolulu County; Hawaii,605,115,515,112.6,0.8512,90,56,0.1488,1,103.10
150030103102,Block Group 2; Census Tract 103.10; Honolulu County; Hawaii,307,153,147,81.1,0.4788,160,134,0.5212,2,103.10
150030105031,Block Group 1; Census Tract 105.03; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,105.03
150030105032,Block Group 2; Census Tract 105.03; Honolulu County; Hawaii,543,77,472,75.8,0.8692,71,31,0.1308,2,105.03
150030105051,Block Group 1; Census Tract 105.05; Honolulu County; Hawaii,298,103,265,104.3,0.8893,33,21,0.1107,1,105.05
150030105052,Block Group 2; Census Tract 105.05; Honolulu County; Hawaii,450,73,387,79.3,0.86,63,35,0.14,2,105.05
150030105053,Block Group 3; Census Tract 105.05; Honolulu County; Hawaii,286,101,257,106.5,0.8986,29,21,0.1014,3,105.05
150030105071,Block Group 1; Census Tract 105.07; Honolulu County; Hawaii,748,103,543,110.2,0.7259,205,61,0.2741,1,105.07
150030105072,Block Group 2; Census Tract 105.07; Honolulu County; Hawaii,278,92,236,102.1,0.8489,42,37,0.1511,2,105.07
150030105073,Block Group 3; Census Tract 105.07; Honolulu County; Hawaii,322,96,231,89.8,0.7174,91,73,0.2826,3,105.07
150030105074,Block Group 4; Census Tract 105.07; Honolulu County; Hawaii,387,85,377,82.3,0.9742,10,16,0.0258,4,105.07
150030105081,Block Group 1; Census Tract 105.08; Honolulu County; Hawaii,214,70,193,72.5,0.9019,21,24,0.0981,1,105.08
150030105082,Block Group 2; Census Tract 105.08; Honolulu County; Hawaii,780,127,498,110.9,0.6385,282,101,0.3615,2,105.08
150030105091,Block Group 1; Census Tract 105.09; Honolulu County; Hawaii,280,67,193,80.3,0.6893,87,67,0.3107,1,105.09
150030105092,Block Group 2; Census Tract 105.09; Honolulu County; Hawaii,232,55,167,54.7,0.7198,65,35,0.2802,2,105.09
150030105101,Block Group 1; Census Tract 105.10; Honolulu County; Hawaii,645,183,471,118.2,0.7302,174,143,0.2698,1,105.10
150030105102,Block Group 2; Census Tract 105.10; Honolulu County; Hawaii,372,86,372,87,1,0,12,0,2,105.10
150030106011,Block Group 1; Census Tract 106.01; Honolulu County; Hawaii,321,90,261,90.2,0.8131,60,53,0.1869,1,106.01
150030106012,Block Group 2; Census Tract 106.01; Honolulu County; Hawaii,434,126,300,114.1,0.6912,134,67,0.3088,2,106.01
150030106013,Block Group 3; Census Tract 106.01; Honolulu County; Hawaii,311,84,256,90.1,0.8232,55,36,0.1768,3,106.01
150030106021,Block Group 1; Census Tract 106.02; Honolulu County; Hawaii,506,90,414,99.5,0.8182,92,57,0.1818,1,106.02
150030106022,Block Group 2; Census Tract 106.02; Honolulu County; Hawaii,740,149,614,154.5,0.8297,126,69,0.1703,2,106.02
150030106023,Block Group 3; Census Tract 106.02; Honolulu County; Hawaii,577,142,497,137.5,0.8614,80,48,0.1386,3,106.02
150030107011,Block Group 1; Census Tract 107.01; Honolulu County; Hawaii,559,117,425,122,0.7603,134,77,0.2397,1,107.01
150030107012,Block Group 2; Census Tract 107.01; Honolulu County; Hawaii,325,68,253,68.2,0.7785,72,35,0.2215,2,107.01
150030107013,Block Group 3; Census Tract 107.01; Honolulu County; Hawaii,471,149,386,155,0.8195,85,48,0.1805,3,107.01
150030107021,Block Group 1; Census Tract 107.02; Honolulu County; Hawaii,493,88,288,67.7,0.5842,205,80,0.4158,1,107.02
150030107022,Block Group 2; Census Tract 107.02; Honolulu County; Hawaii,361,105,286,109.4,0.7922,75,45,0.2078,2,107.02
150030107023,Block Group 3; Census Tract 107.02; Honolulu County; Hawaii,381,93,304,97.9,0.7979,77,43,0.2021,3,107.02
150030109011,Block Group 1; Census Tract 109.01; Honolulu County; Hawaii,236,67,207,68.6,0.8771,29,25,0.1229,1,109.01
150030109012,Block Group 2; Census Tract 109.01; Honolulu County; Hawaii,669,111,560,99.6,0.8371,109,65,0.1629,2,109.01
150030109031,Block Group 1; Census Tract 109.03; Honolulu County; Hawaii,872,148,725,155.2,0.8314,147,85,0.1686,1,109.03
150030109032,Block Group 2; Census Tract 109.03; Honolulu County; Hawaii,220,86,118,67.1,0.5364,102,67,0.4636,2,109.03
150030109033,Block Group 3; Census Tract 109.03; Honolulu County; Hawaii,391,95,364,103.2,0.9309,27,26,0.0691,3,109.03
150030109041,Block Group 1; Census Tract 109.04; Honolulu County; Hawaii,203,66,197,65.8,0.9704,6,10,0.0296,1,109.04
150030109042,Block Group 2; Census Tract 109.04; Honolulu County; Hawaii,279,90,246,105.6,0.8817,33,33,0.1183,2,109.04
150030109043,Block Group 3; Census Tract 109.04; Honolulu County; Hawaii,375,130,375,131.5,1,0,12,0,3,109.04
150030109044,Block Group 4; Census Tract 109.04; Honolulu County; Hawaii,266,111,156,69.5,0.5865,110,96,0.4135,4,109.04
150030109051,Block Group 1; Census Tract 109.05; Honolulu County; Hawaii,418,74,207,58.4,0.4952,211,65,0.5048,1,109.05
150030109052,Block Group 2; Census Tract 109.05; Honolulu County; Hawaii,511,97,360,84.1,0.7045,151,69,0.2955,2,109.05
150030110001,Block Group 1; Census Tract 110; Honolulu County; Hawaii,700,89,626,88.3,0.8943,74,28,0.1057,1,110
150030110002,Block Group 2; Census Tract 110; Honolulu County; Hawaii,517,95,428,101.3,0.8279,89,41,0.1721,2,110
150030111031,Block Group 1; Census Tract 111.03; Honolulu County; Hawaii,961,148,824,156,0.8574,137,71,0.1426,1,111.03
150030111032,Block Group 2; Census Tract 111.03; Honolulu County; Hawaii,311,64,239,67.7,0.7685,72,41,0.2315,2,111.03
150030111041,Block Group 1; Census Tract 111.04; Honolulu County; Hawaii,539,197,489,195.5,0.9072,50,45,0.0928,1,111.04
150030111042,Block Group 2; Census Tract 111.04; Honolulu County; Hawaii,307,116,186,62.6,0.6059,121,94,0.3941,2,111.04
150030111043,Block Group 3; Census Tract 111.04; Honolulu County; Hawaii,474,91,366,93.1,0.7722,108,63,0.2278,3,111.04
150030111044,Block Group 4; Census Tract 111.04; Honolulu County; Hawaii,331,73,266,66.1,0.8036,65,53,0.1964,4,111.04
150030111051,Block Group 1; Census Tract 111.05; Honolulu County; Hawaii,307,145,263,139,0.8567,44,34,0.1433,1,111.05
150030111052,Block Group 2; Census Tract 111.05; Honolulu County; Hawaii,766,139,605,137.6,0.7898,161,79,0.2102,2,111.05
150030111053,Block Group 3; Census Tract 111.05; Honolulu County; Hawaii,358,98,197,85.3,0.5503,161,73,0.4497,3,111.05
150030111061,Block Group 1; Census Tract 111.06; Honolulu County; Hawaii,422,105,410,104.1,0.9716,12,15,0.0284,1,111.06
150030111062,Block Group 2; Census Tract 111.06; Honolulu County; Hawaii,369,115,246,106.4,0.6667,123,65,0.3333,2,111.06
150030111063,Block Group 3; Census Tract 111.06; Honolulu County; Hawaii,444,155,427,165.4,0.9617,17,27,0.0383,3,111.06
150030111064,Block Group 4; Census Tract 111.06; Honolulu County; Hawaii,334,190,302,185.3,0.9042,32,32,0.0958,4,111.06
150030111065,Block Group 5; Census Tract 111.06; Honolulu County; Hawaii,325,112,253,103.1,0.7785,72,62,0.2215,5,111.06
150030112011,Block Group 1; Census Tract 112.01; Honolulu County; Hawaii,464,111,401,115.4,0.8642,63,43,0.1358,1,112.01
150030112012,Block Group 2; Census Tract 112.01; Honolulu County; Hawaii,294,91,208,65.1,0.7075,86,70,0.2925,2,112.01
150030112013,Block Group 3; Census Tract 112.01; Honolulu County; Hawaii,300,174,274,172.1,0.9133,26,24,0.0867,3,112.01
150030112014,Block Group 4; Census Tract 112.01; Honolulu County; Hawaii,336,149,257,116.1,0.7649,79,105,0.2351,4,112.01
150030112015,Block Group 5; Census Tract 112.01; Honolulu County; Hawaii,325,80,267,66.6,0.8215,58,54,0.1785,5,112.01
150030112021,Block Group 1; Census Tract 112.02; Honolulu County; Hawaii,315,96,250,85.4,0.7937,65,49,0.2063,1,112.02
150030112022,Block Group 2; Census Tract 112.02; Honolulu County; Hawaii,413,71,296,63.2,0.7167,117,51,0.2833,2,112.02
150030113001,Block Group 1; Census Tract 113; Honolulu County; Hawaii,202,96,120,68.6,0.5941,82,86,0.4059,1,113
150030113002,Block Group 2; Census Tract 113; Honolulu County; Hawaii,425,109,328,105.5,0.7718,97,77,0.2282,2,113
150030113003,Block Group 3; Census Tract 113; Honolulu County; Hawaii,692,166,639,167.4,0.9234,53,35,0.0766,3,113
150030114011,Block Group 1; Census Tract 114.01; Honolulu County; Hawaii,212,86,117,45.2,0.5519,95,81,0.4481,1,114.01
150030114012,Block Group 2; Census Tract 114.01; Honolulu County; Hawaii,597,160,492,168,0.8241,105,54,0.1759,2,114.01
150030115001,Block Group 1; Census Tract 115; Honolulu County; Hawaii,633,147,573,149,0.9052,60,46,0.0948,1,115
150030115002,Block Group 2; Census Tract 115; Honolulu County; Hawaii,468,121,384,115.3,0.8205,84,57,0.1795,2,115
150030115003,Block Group 3; Census Tract 115; Honolulu County; Hawaii,636,126,560,138.1,0.8805,76,76,0.1195,3,115
150030115004,Block Group 4; Census Tract 115; Honolulu County; Hawaii,1487,306,1285,293.5,0.8642,202,154,0.1358,4,115
150030115005,Block Group 5; Census Tract 115; Honolulu County; Hawaii,530,201,268,169,0.5057,262,112,0.4943,5,115
150030116001,Block Group 1; Census Tract 116; Honolulu County; Hawaii,279,45,182,45.9,0.6523,97,34,0.3477,1,116
150030116002,Block Group 2; Census Tract 116; Honolulu County; Hawaii,452,157,403,158.9,0.8916,49,24,0.1084,2,116
150039400031,Block Group 1; Census Tract 9400.03; Honolulu County; Hawaii,652,81,561,86.5,0.8604,91,36,0.1396,1,9400.03
150039400041,Block Group 1; Census Tract 9400.04; Honolulu County; Hawaii,534,63,460,68.7,0.8614,74,22,0.1386,1,9400.04
150039400051,Block Group 1; Census Tract 9400.05; Honolulu County; Hawaii,575,85,549,90.6,0.9548,26,18,0.0452,1,9400.05
150039400061,Block Group 1; Census Tract 9400.06; Honolulu County; Hawaii,617,83,573,79.9,0.9287,44,27,0.0713,1,9400.06
150039400071,Block Group 1; Census Tract 9400.07; Honolulu County; Hawaii,495,97,393,103.8,0.7939,102,50,0.2061,1,9400.07
150039800001,Block Group 1; Census Tract 9800; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9800
150039802001,Block Group 1; Census Tract 9802; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9802
150039803001,Block Group 1; Census Tract 9803; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9803
150039806001,Block Group 1; Census Tract 9806; Honolulu County; Hawaii,20,31,20,31.2,1,0,12,0,1,9806
150039807001,Block Group 1; Census Tract 9807; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9807
150039808001,Block Group 1; Census Tract 9808; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9808
150039810001,Block Group 1; Census Tract 9810; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9810
150039811001,Block Group 1; Census Tract 9811; Honolulu County; Hawaii,3,5,3,6.1,1,0,12,0,1,9811
150039812001,Block Group 1; Census Tract 9812; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9812
150039813001,Block Group 1; Census Tract 9813; Honolulu County; Hawaii,46,45,46,45.1,1,0,12,0,1,9813
150039814001,Block Group 1; Census Tract 9814; Honolulu County; Hawaii,7,10,7,10.6,1,0,12,0,1,9814
150039817001,Block Group 1; Census Tract 9817; Honolulu County; Hawaii,733,214,634,205.3,0.8649,99,68,0.1351,1,9817
150039818011,Block Group 1; Census Tract 9818.01; Honolulu County; Hawaii,985,161,963,154,0.9777,22,32,0.0223,1,9818.01
150039818021,Block Group 1; Census Tract 9818.02; Honolulu County; Hawaii,419,124,398,125,0.9499,21,31,0.0501,1,9818.02
150039818031,Block Group 1; Census Tract 9818.03; Honolulu County; Hawaii,365,63,347,61.8,0.9507,18,21,0.0493,1,9818.03
150039819001,Block Group 1; Census Tract 9819; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9819
150039820001,Block Group 1; Census Tract 9820; Honolulu County; Hawaii,192,91,192,91.1,1,0,12,0,1,9820
150039821001,Block Group 1; Census Tract 9821; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9821
150039822001,Block Group 1; Census Tract 9822; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,1,9822
150039900010,Block Group 0; Census Tract 9900.01; Honolulu County; Hawaii,0,12,0,4.9,NA,0,12,NA,0,9900.01
